label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23
Am,0.25845665,0.24173914,0.21428363,0.13358606,0.78212786,0.12137552,0.15640345,0.18058698,0.19849266,0.8158031,0.20238768,0.33357722,0.3274789,0.28565148,0.270119,0.17045206,0.2642997,0.15095332,0.23902069,0.24517868,0.22560416,0.20350471,0.24119529,0.35393175
Am,0.20947024,0.18762973,0.1599219,0.11377349,0.51455545,0.11018145,0.1268004,0.16751267,0.22007549,0.9196346,0.18380108,0.28337774,0.28502664,0.26561943,0.22349353,0.165148,0.109944,0.16229418,0.18834619,0.25438508,0.3009782,0.17565112,0.2616333,0.31838635
Am,0.36933303,0.2096728,0.23452845,0.17066914,0.80203754,0.14263374,0.13650678,0.2140245,0.2677871,0.36031672,0.2908253,0.36752573,0.3138821,0.23444372,0.30217022,0.22443986,0.28935257,0.17715295,0.18086499,0.29114088,0.34313244,0.31948012,0.28735015,0.3507596
Am,0.28576875,0.20988753,0.18149076,0.11454931,0.6862252,0.09979,0.10662306,0.16662389,0.19990265,0.7357454,0.21082944,0.45350903,0.31899637,0.23085152,0.23875436,0.14734046,0.26923585,0.14574404,0.16243887,0.22886354,0.25746343,0.35105103,0.23049648,0.3598208
Am,0.24328925,0.15450539,0.18445154,0.106023505,0.91707164,0.10689727,0.114452094,0.17111139,0.20973611,0.48472774,0.17971623,0.37328455,0.18488735,0.16276234,0.2317316,0.15178362,0.20671518,0.14785449,0.18882267,0.22948658,0.24365927,0.204747,0.26785716,0.24692968
Am,0.18297902,0.15737039,0.1433933,0.092438355,0.7465012,0.07362867,0.07643607,0.12356986,0.16681385,0.8588917,0.18682486,0.25475577,0.254445,0.2758162,0.24574336,0.16628769,0.25386617,0.1285526,0.13436656,0.21710421,0.24819931,0.2032516,0.3217046,0.31238264
Am,0.39947042,0.29045278,0.25787842,0.15738885,0.7461178,0.13120975,0.14575954,0.19951294,0.26350418,0.8141857,0.29669744,0.45440066,0.33391055,0.30616274,0.31874105,0.17026143,0.26557425,0.15508987,0.1785067,0.2500552,0.2612352,0.21382847,0.32303622,0.32410783
Am,0.29800653,0.13265324,0.12750164,0.14519374,0.6844143,0.24036151,0.17199744,0.17574215,0.12626594,0.3109699,0.11278058,0.111109376,0.3762664,0.19476388,0.20149715,0.2145507,0.3812762,0.26012006,0.24051045,0.2144413,0.18309613,0.39648327,0.17083398,0.15892743
Am,0.7524791,0.22299962,0.17589608,0.1748844,0.8258535,0.49145487,0.2680932,0.3297789,0.19061515,0.65883905,0.21764368,0.16630833,0.32020524,0.0804998,0.07194302,0.07902374,0.2068703,0.19663462,0.124278165,0.12502126,0.06258579,0.25407556,0.07650627,0.056553084
Am,0.39145568,0.107675485,0.11305166,0.11424565,0.69371635,0.17188486,0.12287975,0.16099457,0.11593811,0.29567367,0.092734225,0.18949987,0.33213893,0.16081028,0.15558495,0.17538446,0.389263,0.2040019,0.20587404,0.19157936,0.19285089,0.3715394,0.16883829,0.15299809
Am,0.773796,0.06251592,0.051526055,0.06338553,0.46843532,0.09458319,0.06649431,0.190591,0.11989475,0.27238107,0.094812274,0.09839512,0.3711424,0.10173525,0.10378816,0.12050697,0.29706812,0.13327102,0.13003497,0.1351387,0.25754783,0.33803996,0.18021233,0.09711582
Am,0.35517803,0.13098219,0.12169306,0.14057074,0.7245658,0.17865285,0.1459743,0.12616082,0.12062734,0.30257833,0.12480242,0.12775739,0.30971187,0.14039455,0.13339192,0.13324337,0.4111192,0.16403244,0.16667539,0.16693482,0.18213117,0.33940375,0.20235397,0.18098313
Am,0.33207142,0.11653084,0.075644076,0.0829949,0.7368804,0.08357324,0.087624475,0.23452586,0.10963348,0.32332674,0.08578733,0.18985641,0.3535392,0.24334209,0.23224473,0.22032487,0.34434834,0.23401088,0.23168246,0.3065876,0.22796997,0.38688236,0.20083429,0.18884246
Am,0.4434338,0.08298653,0.029683119,0.036037307,0.92382586,0.03827543,0.04523835,0.18459888,0.069823906,0.45177668,0.064773776,0.15784538,0.18011227,0.124370515,0.11240396,0.11486955,0.20063137,0.12478102,0.13120009,0.23678817,0.15258853,0.22847965,0.14223176,0.15222648
Am,0.34313196,0.09554788,0.095101856,0.05529674,0.7871665,0.05525541,0.08441774,0.27122286,0.22663887,0.30759832,0.12450882,0.28490135,0.32289508,0.18427071,0.1705647,0.16372463,0.31794262,0.14177105,0.14128204,0.27350765,0.17166787,0.36080378,0.22160557,0.1724621
Am,0.72331583,0.13378151,0.096826255,0.0879984,0.59654635,0.061922822,0.10642574,0.31626734,0.10348999,0.7830869,0.07184768,0.2495679,0.3151505,0.15084434,0.16876729,0.17969182,0.2227598,0.16540085,0.13233668,0.12601976,0.14816222,0.24152891,0.15896869,0.13844882
Am,0.51379097,0.3168455,0.29014984,0.2722691,0.6778464,0.23676775,0.2523678,0.32640153,0.23193862,0.5407183,0.20088123,0.27867582,0.35547903,0.40077132,0.3729148,0.33968458,0.3599049,0.30700493,0.3367381,0.30790725,0.31296405,0.29897138,0.2878022,0.272709
Am,0.3652681,0.17933378,0.097486936,0.10704158,0.7933933,0.119926356,0.11114096,0.20459156,0.122872524,0.35546458,0.10304112,0.19264579,0.3418646,0.19897354,0.2262934,0.22986907,0.28552112,0.23600622,0.24072844,0.25781173,0.21233293,0.37119386,0.19842328,0.16943015
Am,0.46722165,0.18974975,0.08514274,0.08768619,0.9596663,0.09410557,0.088031486,0.17243001,0.10000984,0.5251688,0.102494396,0.15623903,0.18385677,0.1352168,0.13358817,0.1302767,0.11884378,0.1435752,0.14313005,0.19739969,0.14854898,0.19627407,0.14809626,0.14463744
Am,0.5355574,0.1713756,0.16528817,0.13434076,0.8251071,0.20592679,0.14761293,0.23768032,0.19188303,0.42940456,0.13978764,0.20586272,0.31103632,0.21908131,0.21768363,0.22305903,0.3066459,0.275445,0.2230299,0.22953424,0.21359798,0.35773337,0.22332169,0.17809467
Am,0.66167325,0.18219195,0.11698543,0.10598136,0.75516236,0.13228182,0.12503454,0.2602359,0.13277604,0.84440535,0.11554312,0.30867323,0.23796466,0.1506352,0.12799992,0.12025599,0.23230287,0.16999553,0.11321029,0.13446476,0.118287474,0.22182153,0.14176548,0.14103156
Am,0.5057243,0.31800807,0.25162056,0.23276433,0.704547,0.26599675,0.30392534,0.34773102,0.26205882,0.40585047,0.19361773,0.26183388,0.33903712,0.34621155,0.29945105,0.283504,0.30204058,0.3040233,0.3726021,0.32474634,0.31672746,0.29082385,0.2360853,0.20450057
B,0.29423696,0.2812158,0.2505433,0.30019167,0.1890832,0.1529245,0.8540334,0.45234606,0.29866657,0.43028066,0.35507503,0.42216215,0.1794562,0.17541055,0.1885316,0.13895503,0.13698551,0.13262407,0.2611367,0.13364388,0.24385847,0.31397796,0.24366938,0.26781622
B,0.28919134,0.25144777,0.250689,0.52445954,0.28616366,0.19421268,0.7393981,0.36113253,0.18924183,0.22705425,0.23356108,0.5042492,0.20590416,0.2664691,0.31750798,0.3025967,0.24341078,0.26656848,0.31127012,0.16686772,0.22191297,0.28312957,0.2133266,0.3243217
B,0.40251195,0.26181036,0.24404089,0.28009605,0.1867065,0.14023425,0.71233326,0.39457008,0.20101786,0.2928815,0.29775673,0.4798365,0.21341544,0.1995747,0.28011373,0.26716185,0.18466856,0.17568047,0.32284215,0.15845287,0.26759782,0.3945822,0.2916068,0.33458957
B,0.24962264,0.21515581,0.18455365,0.2105592,0.12249486,0.116974615,0.87874097,0.21041465,0.251176,0.23055652,0.21520427,0.33179483,0.31959373,0.27231413,0.2585985,0.11948739,0.15963931,0.13973635,0.2121917,0.27062267,0.3624579,0.31674105,0.26241207,0.2658963
B,0.231078,0.18319352,0.13190684,0.2573328,0.13039997,0.09459685,0.8872785,0.33848822,0.14148895,0.18980853,0.1653218,0.3084897,0.23740813,0.2067939,0.18639837,0.12448244,0.14894469,0.15813594,0.2387679,0.08730508,0.20296009,0.28652635,0.23846555,0.30994222
B,0.30513498,0.23011981,0.20117494,0.4728293,0.23921661,0.1266941,0.8496629,0.4957949,0.23801154,0.2446104,0.2417221,0.37523013,0.26802272,0.1988326,0.21780184,0.15968129,0.09337228,0.15883186,0.2625661,0.11500185,0.3224412,0.23728225,0.28829965,0.2879467
B,0.20017596,0.12613554,0.08477641,0.24828526,0.05450481,0.066184506,0.87509125,0.1232506,0.10910419,0.120120496,0.15802026,0.37117365,0.20007105,0.1537809,0.118817024,0.091103144,0.062485203,0.095831,0.26881176,0.10001001,0.18992178,0.17675458,0.22503206,0.31994113
B,0.23595384,0.1898373,0.18142271,0.5286154,0.22881737,0.14927337,0.8991026,0.41381595,0.23937476,0.25536725,0.2556865,0.39255837,0.2552011,0.23443928,0.24510649,0.26948825,0.15541984,0.20904854,0.18153556,0.19736339,0.33554596,0.32198277,0.25885478,0.27753392
B,0.19024359,0.23994136,0.2127478,0.37343872,0.12957677,0.12029621,0.7216476,0.16382553,0.20177077,0.2307744,0.2525053,0.3150584,0.23898639,0.27235493,0.33262938,0.26065755,0.18624195,0.1624458,0.36250305,0.21298102,0.29357928,0.3358357,0.30993873,0.3087734
B,0.78160286,0.31558475,0.17732207,0.33981356,0.11906647,0.11379987,0.6965237,0.21555074,0.19197552,0.19106042,0.2834928,0.6943389,0.22128639,0.18487403,0.22927888,0.16948195,0.13824491,0.122636795,0.2523188,0.2768329,0.3011978,0.25994474,0.23069978,0.26221213
B,0.65801686,0.28345457,0.16579133,0.40328923,0.13039994,0.13489118,0.7632924,0.17425582,0.18557918,0.20764072,0.29298878,0.6681906,0.26316285,0.22672953,0.2029201,0.18997598,0.14596768,0.14730866,0.25792605,0.1636669,0.2636594,0.27548444,0.26284638,0.30373374
B,0.2265677,0.17496292,0.1357143,0.21663463,0.12993439,0.110255726,0.87207633,0.3700501,0.15232766,0.22713204,0.19237453,0.30741647,0.18764713,0.17888224,0.1235855,0.1084458,0.13495459,0.16239804,0.2571193,0.083947785,0.20780036,0.2797985,0.23881547,0.2752137
B,0.5604417,0.25429368,0.19101346,0.43610105,0.14841338,0.1420769,0.6455112,0.16931564,0.18726999,0.19002959,0.36260915,0.8988097,0.19801816,0.14253281,0.20365767,0.17562526,0.14261483,0.12369565,0.25449938,0.1281625,0.25403872,0.2114588,0.21200992,0.17574535
B,0.33028346,0.23601043,0.20705014,0.2706212,0.1657365,0.13205536,0.8664211,0.32986668,0.21182229,0.33721262,0.2819844,0.5088282,0.25367594,0.23262903,0.23866415,0.14282784,0.11948301,0.13592112,0.2426996,0.09139646,0.20645101,0.30088377,0.26532933,0.30149296
B,0.23186497,0.12752569,0.11237195,0.13100396,0.098357394,0.096293315,0.8523911,0.2955437,0.14043868,0.21257326,0.1866061,0.372852,0.20808043,0.16383427,0.15883963,0.07916095,0.110536054,0.1398371,0.27464524,0.083154775,0.21214265,0.31690297,0.27266818,0.29268008
B,0.57540095,0.22924493,0.18388817,0.2862525,0.16582772,0.099528514,0.5480085,0.31542966,0.18061146,0.25124753,0.27926317,0.89914024,0.16985798,0.21134192,0.17809555,0.13566701,0.09744517,0.113518685,0.3068536,0.17589912,0.23973593,0.29761717,0.27618605,0.15689713
B,0.3534602,0.22009583,0.20231658,0.20323178,0.15553477,0.1239321,0.7383616,0.4160261,0.207217,0.26153493,0.24106503,0.44732842,0.32074556,0.27559328,0.2853995,0.18542635,0.18197343,0.1799024,0.34341183,0.15463172,0.3075516,0.37492344,0.32122657,0.3801513
B,0.3952058,0.20470658,0.17287685,0.29604217,0.1964619,0.12874943,0.6579248,0.31323838,0.16474779,0.23751362,0.25435147,0.6286856,0.24283756,0.22334963,0.22663856,0.2688945,0.2034216,0.19434826,0.3688079,0.16569503,0.24227157,0.32827634,0.31332108,0.30821115
B,0.4353231,0.21864739,0.16094692,0.26779395,0.121670306,0.1066943,0.8586274,0.33427384,0.17986278,0.26834047,0.2266449,0.347129,0.21224476,0.1355907,0.161235,0.10588948,0.09016739,0.13243361,0.26548213,0.0667897,0.21543661,0.30059716,0.20363036,0.2652114
B,0.23662725,0.18127778,0.15475889,0.1980078,0.12604357,0.11049818,0.8181939,0.34727615,0.22307707,0.2918327,0.23259564,0.29202625,0.22783335,0.19538316,0.16551638,0.07871154,0.13866568,0.1371338,0.30258328,0.119852304,0.2668504,0.3239506,0.24361922,0.2979708
B,0.26666754,0.27061495,0.22428937,0.36270884,0.14210728,0.14534725,0.6294891,0.1767793,0.2201699,0.2789726,0.3114952,0.85235125,0.23131044,0.20489605,0.242487,0.16207303,0.14879756,0.15761812,0.29357952,0.15120314,0.27609923,0.34269956,0.29759356,0.2003156
B,0.44945517,0.18096066,0.15106557,0.15711063,0.094633654,0.07993012,0.48961267,0.264913,0.10620668,0.13462196,0.19377087,0.90154034,0.2048296,0.1938497,0.20045304,0.16741702,0.13239534,0.12982634,0.3049967,0.17778355,0.20432234,0.24464306,0.26556394,0.19338751
B,0.40189388,0.17549977,0.13882834,0.1673424,0.10142031,0.074195,0.4603186,0.25761488,0.11207868,0.14946981,0.2035603,0.89694893,0.2201906,0.22009167,0.17006572,0.12739363,0.117404245,0.11375116,0.30096185,0.18506269,0.20349659,0.2488105,0.27797648,0.2099596
B,0.45790347,0.26543012,0.24404894,0.36094102,0.22509606,0.13594872,0.59971553,0.4328095,0.18731835,0.22942209,0.2903038,0.8053457,0.18101624,0.22787976,0.19003089,0.21370895,0.17244764,0.1835548,0.30373174,0.19924577,0.25481486,0.3277864,0.2887318,0.26450688
B,0.520731,0.20184551,0.1625208,0.23738253,0.14791259,0.103653364,0.36665383,0.29576686,0.13426535,0.15975007,0.2135109,0.94892377,0.18969636,0.23973763,0.17118055,0.14676787,0.14232141,0.15264171,0.23830435,0.18699197,0.18752512,0.2415137,0.23308878,0.12724325
Bm,0.25079465,0.24083905,0.30774242,0.17459707,0.15292744,0.15125555,0.6950698,0.1815723,0.26901534,0.27639586,0.23798671,0.8059112,0.24961114,0.18257657,0.15843824,0.1589436,0.16436578,0.16631743,0.28864455,0.2033147,0.31435633,0.28476283,0.27486083,0.20936523
Bm,0.18031068,0.17765377,0.2310294,0.120141685,0.08729791,0.102230385,0.8982433,0.12350684,0.15981995,0.17450672,0.16637464,0.34225613,0.2650142,0.21398321,0.2095078,0.1948996,0.13279079,0.13676521,0.23160078,0.17806545,0.2498744,0.23927392,0.22553913,0.29527023
Bm,0.22371897,0.21924382,0.32271984,0.14208531,0.110792,0.12145911,0.90491486,0.12948722,0.18025081,0.16449854,0.18713164,0.45736998,0.27081442,0.21349742,0.21498558,0.19215135,0.14995117,0.14459576,0.22182128,0.13181525,0.21272823,0.13098632,0.23101592,0.2642628
Bm,0.2584682,0.28037292,0.32952178,0.15921956,0.16233513,0.13793284,0.87733984,0.18256204,0.2341008,0.22956571,0.21657185,0.5015425,0.33114773,0.23760034,0.1972386,0.1651897,0.19750465,0.14977929,0.23219618,0.21641994,0.286206,0.22570439,0.22315456,0.3003993
Bm,0.21171166,0.1943994,0.25535193,0.116223074,0.11304095,0.09605815,0.85177004,0.13763385,0.19789399,0.19686116,0.15654826,0.38173503,0.31598854,0.25541162,0.20668066,0.16839533,0.17382711,0.12995966,0.25573018,0.2052541,0.32469043,0.3064869,0.21062109,0.30700547
Bm,0.1824069,0.16598396,0.2920899,0.121793166,0.10267012,0.11391374,0.9177575,0.17144407,0.18400133,0.1922054,0.15815361,0.33466002,0.2929391,0.21461478,0.25080985,0.20274816,0.17108165,0.15977667,0.18205571,0.2800393,0.29819342,0.29850498,0.24395677,0.3440925
Bm,0.19642034,0.21971232,0.29858625,0.1228054,0.088299684,0.09907746,0.8401141,0.12174887,0.17321214,0.16238579,0.15661502,0.36030743,0.28290603,0.2518481,0.25567108,0.17008242,0.1259723,0.13948265,0.27972412,0.1362859,0.2893284,0.24231996,0.22207929,0.33353415
Bm,0.22461022,0.27608252,0.57985896,0.14326298,0.12645578,0.13441555,0.7530218,0.16201085,0.20100363,0.23190816,0.25934368,0.7919679,0.22844373,0.18225116,0.22980359,0.16594683,0.14807403,0.17706992,0.23990682,0.24534586,0.29776576,0.2617693,0.2583535,0.22920297
Bm,0.23955397,0.2768541,0.43590248,0.14868699,0.13722053,0.13834023,0.8565634,0.1650013,0.17748562,0.19150311,0.2567644,0.69935846,0.2758438,0.22078897,0.1871865,0.19602512,0.17372182,0.1653765,0.21161532,0.24718975,0.27715233,0.23056495,0.26908162,0.27753794
Bm,0.2626703,0.2946285,0.5535863,0.145912,0.11734414,0.14916739,0.7942893,0.15882595,0.15926905,0.2147115,0.26445267,0.722705,0.3086085,0.23554616,0.20977664,0.18164162,0.1618132,0.21456061,0.24547897,0.26464322,0.2685697,0.2893003,0.26735955,0.2746798
Bm,0.17445362,0.17377438,0.13783784,0.10186473,0.09062253,0.08970116,0.8839005,0.11910478,0.1327988,0.1372135,0.13875106,0.53655815,0.24033457,0.24156474,0.21023288,0.12369587,0.14036465,0.12325089,0.22644672,0.13680159,0.17401443,0.19161989,0.16653441,0.33614737
Bm,0.20858994,0.19348621,0.21488427,0.1721014,0.13277248,0.118539006,0.6563768,0.17168176,0.18470411,0.22113873,0.20404525,0.9421759,0.26066843,0.20169093,0.20524202,0.17923033,0.16573901,0.1616417,0.26290706,0.25026494,0.22703,0.22619642,0.18136817,0.10123765
Bm,0.20663098,0.20708117,0.20683274,0.17241879,0.13202281,0.14411643,0.75062275,0.16023064,0.20007724,0.20563704,0.18766649,0.6784015,0.2556112,0.26005018,0.25211224,0.2277887,0.1758397,0.17090769,0.2951174,0.19427103,0.28743172,0.25324696,0.20671427,0.2855058
Bm,0.17715247,0.18791965,0.14271069,0.113152705,0.08975479,0.10432005,0.7841816,0.114446744,0.13983627,0.1536628,0.18380375,0.63589996,0.2667882,0.24885418,0.21895568,0.17848524,0.14906214,0.15515937,0.27593544,0.16416539,0.20223548,0.23900661,0.24359776,0.36000118
Bm,0.13708363,0.11875293,0.094362095,0.056763817,0.049168114,0.059164315,0.8584879,0.069104046,0.08282963,0.082356066,0.12473549,0.5875597,0.23077369,0.14939855,0.13060327,0.070734456,0.07256311,0.0805501,0.2623772,0.08828514,0.102582276,0.10548308,0.1695034,0.32907724
Bm,0.20142063,0.14850876,0.20092334,0.1376531,0.10740612,0.11556625,0.7783866,0.14084592,0.16699643,0.18398835,0.21000758,0.64487576,0.2072398,0.1437411,0.14751677,0.17145617,0.15351011,0.12355807,0.31789744,0.16632116,0.18346542,0.22100575,0.21217285,0.30102298
Bm,0.24268588,0.17312708,0.2025044,0.14115427,0.09768871,0.11269138,0.86572003,0.12513311,0.21025391,0.1705083,0.16891307,0.37256363,0.27481106,0.18765,0.218391,0.1743851,0.1356376,0.15540421,0.24727333,0.15383685,0.3178631,0.24502534,0.23350614,0.33526626
Bm,0.21861842,0.24335773,0.38842615,0.13418058,0.09799503,0.11064813,0.46920618,0.13437931,0.14917676,0.17565027,0.22611731,0.92210895,0.24578732,0.28428578,0.25693947,0.2187698,0.1514033,0.17371732,0.22314347,0.23114333,0.26735738,0.2674489,0.233523,0.1659278
Bm,0.23505251,0.20777062,0.27978995,0.18213215,0.13088581,0.1338172,0.58088607,0.14616597,0.192039,0.2192005,0.21799397,0.9539156,0.28408223,0.22271305,0.21571036,0.22775766,0.16673379,0.1654157,0.33298674,0.15908974,0.23378094,0.27492422,0.21599047,0.08362092
Bm,0.20530206,0.21658587,0.24779841,0.14645892,0.12865613,0.11125783,0.7791196,0.13639544,0.17283374,0.17459382,0.18255468,0.9193857,0.3059453,0.2871427,0.22728892,0.23237455,0.22051871,0.16906753,0.26517165,0.19160911,0.3046099,0.27070218,0.24074163,0.09663564
Bm,0.19316427,0.159266,0.21687663,0.10995044,0.112911284,0.09436911,0.67823595,0.124289274,0.13850494,0.13702467,0.17979278,0.8417623,0.23558524,0.19505621,0.18365239,0.16343601,0.1789512,0.12616761,0.33573502,0.15840924,0.1915829,0.17177342,0.20096515,0.17242697
Bm,0.12718162,0.09826931,0.1451046,0.07131431,0.04922052,0.051715523,0.46506998,0.06893143,0.092785016,0.11400243,0.12684892,0.96386886,0.17579807,0.11229668,0.0839865,0.07113748,0.050902553,0.056519117,0.30288303,0.06533918,0.09227658,0.112959124,0.12487102,0.1040537
Bm,0.16509546,0.17049253,0.23234023,0.09415583,0.07420222,0.09406134,0.36985052,0.11546934,0.12918633,0.12342067,0.20273525,0.98190767,0.18601757,0.20878303,0.13714658,0.1293174,0.13674252,0.14002134,0.14914513,0.2286808,0.27263707,0.20964038,0.23188487,0.06500233
Bm,0.20349967,0.1915645,0.24672368,0.12902193,0.108834215,0.09773757,0.4109404,0.09461052,0.11169761,0.12355273,0.20467561,0.9999774,0.21592078,0.20929044,0.17564219,0.15629192,0.16295958,0.12213041,0.1810949,0.14269122,0.18230543,0.14053223,0.20532654,0.0003662378
Bm,0.19194254,0.18824863,0.26529005,0.12935738,0.10480677,0.092845745,0.44756225,0.12868036,0.14300592,0.15232913,0.21670195,0.9569617,0.23735067,0.25750735,0.2589362,0.19181637,0.18925387,0.1302855,0.23696469,0.25321528,0.2687216,0.21652448,0.2685499,0.09717113
C,0.9801353,0.17391993,0.19715185,0.10917716,0.36052847,0.09246563,0.0876564,0.38373512,0.13390033,0.16097637,0.15296954,0.21582028,0.07516391,0.23972557,0.30071184,0.1656226,0.11208961,0.13416097,0.12458865,0.098118685,0.19866115,0.27510473,0.22346047,0.2792529
C,0.9793655,0.19525471,0.22995944,0.16096692,0.2154336,0.12645741,0.1196989,0.6745571,0.22083157,0.22178458,0.20353304,0.23035713,0.04563078,0.23573281,0.24694306,0.16906475,0.11634111,0.15990044,0.11997067,0.22610956,0.24975318,0.2560761,0.21239698,0.24296944
C,0.9538232,0.15195617,0.14045599,0.10823888,0.16872388,0.08487896,0.13544163,0.70540893,0.15217699,0.1498523,0.14911549,0.22933038,0.09056522,0.17777632,0.17135291,0.15283087,0.13057984,0.1161073,0.18903771,0.23596306,0.20060311,0.2175756,0.21995051,0.28157458
C,0.89320886,0.14693058,0.20285378,0.11522927,0.08154721,0.058401704,0.07472443,0.7049614,0.11693396,0.13869186,0.1581509,0.18589522,0.21400174,0.2004209,0.2990678,0.2211888,0.108782634,0.07761508,0.09962373,0.209864,0.1500879,0.17197175,0.19706124,0.20231797
C,0.97541034,0.13401994,0.13605917,0.080016874,0.11699446,0.08621956,0.10684512,0.6365102,0.13766325,0.1523099,0.15188567,0.20574221,0.08151219,0.19479744,0.14944105,0.10421196,0.073286355,0.12344817,0.18948837,0.19849317,0.18715236,0.2164514,0.25407833,0.28960332
C,0.97592175,0.16562663,0.19027159,0.13931298,0.17775805,0.15577234,0.14629355,0.57938504,0.18946533,0.18783715,0.19092175,0.20676512,0.088668205,0.2388235,0.28889278,0.22305071,0.12827207,0.25664192,0.2355797,0.1734125,0.2941685,0.30173898,0.31242526,0.2829436
C,0.9673161,0.15070345,0.16499794,0.11069186,0.11353327,0.10045036,0.093246244,0.38293236,0.13168201,0.17284943,0.13863005,0.18976668,0.09916705,0.21113917,0.25595245,0.1725157,0.082211904,0.14578535,0.12833488,0.11689858,0.15545969,0.26909566,0.18734227,0.2677364
C,0.9834817,0.15368345,0.15016058,0.08094029,0.15256028,0.10724987,0.10943397,0.5521832,0.12164474,0.10337092,0.14772326,0.28136426,0.06594449,0.2244916,0.23689017,0.15501945,0.11535618,0.2091604,0.21387355,0.20494656,0.21707556,0.18159866,0.24288271,0.25793093
C,0.9783931,0.14989476,0.18170439,0.11057079,0.23043126,0.098085135,0.10507898,0.64453197,0.13051607,0.095356286,0.14455163,0.2798283,0.06354423,0.220248,0.21821783,0.21148019,0.17432806,0.17447612,0.17074159,0.18978083,0.18134072,0.14282525,0.20755133,0.26193914
C,0.97922957,0.1794656,0.2131518,0.10329256,0.19906607,0.09440707,0.11182221,0.54794496,0.13523754,0.13934344,0.2065647,0.39343584,0.05734911,0.22720334,0.21124288,0.15602987,0.099080384,0.13753706,0.16440265,0.1973564,0.18487845,0.20596957,0.28896424,0.33944207
C,0.40747824,0.4119061,0.42435145,0.2881429,0.48944548,0.24330623,0.27336878,0.90444636,0.33631608,0.34002942,0.2691872,0.34196985,0.21141323,0.25424102,0.27957705,0.20026797,0.10702212,0.2140177,0.2511905,0.19069591,0.19910717,0.1991147,0.18793458,0.1683908
C,0.97753686,0.13700959,0.14597195,0.11261298,0.4184877,0.08819238,0.07379891,0.54258317,0.11759285,0.13496388,0.13992123,0.19021232,0.08531005,0.20092738,0.21274522,0.15589763,0.13558419,0.13623042,0.12224156,0.15519902,0.17712961,0.2161268,0.2380201,0.25595373
C,0.2604786,0.20081222,0.17812482,0.108741626,0.27806997,0.09613242,0.10652094,0.9119994,0.18580924,0.16257155,0.17710799,0.20038112,0.23775804,0.2543384,0.24963231,0.1357164,0.06572082,0.1344012,0.12845667,0.20982061,0.22092184,0.18196228,0.25891128,0.25557327
C,0.2829089,0.2072479,0.18978564,0.16753195,0.39781848,0.15326364,0.1309124,0.8953772,0.18286559,0.18760633,0.19508861,0.25558192,0.3518831,0.288668,0.22053353,0.25242808,0.0498194,0.22990598,0.16002032,0.20780553,0.18978478,0.21836421,0.2560644,0.33098936
C,0.24576148,0.14635222,0.13387546,0.09080157,0.33260548,0.097127184,0.106824666,0.87770075,0.14040843,0.1692365,0.16748768,0.23314571,0.253453,0.24335214,0.20154022,0.14883865,0.06949438,0.16111146,0.17689937,0.25818536,0.20877464,0.27892777,0.29756635,0.31077063
C,0.2693776,0.15162873,0.1207676,0.114870936,0.4678088,0.09968428,0.09371477,0.89868855,0.17174467,0.16133744,0.17262237,0.23929511,0.30426034,0.21317503,0.16330133,0.17699683,0.12521406,0.16560358,0.1386126,0.22817689,0.21981713,0.23870397,0.24923527,0.31468537
C,0.33587497,0.18597868,0.21335304,0.14944187,0.3484006,0.12649459,0.14988177,0.89722526,0.19604324,0.21197571,0.19608389,0.24200453,0.35284698,0.22266287,0.28189182,0.20080668,0.08938414,0.16323364,0.20834339,0.20305896,0.24769937,0.30625117,0.23792917,0.27193856
C,0.43267906,0.1579034,0.15279089,0.10420017,0.33600175,0.100971445,0.101595424,0.8742201,0.18543164,0.14925523,0.19917776,0.37505525,0.30636206,0.20694143,0.17201786,0.14653882,0.14385505,0.14000328,0.121797994,0.22657622,0.19782826,0.20460662,0.2522969,0.33308285
C,0.9915977,0.13853692,0.11712365,0.08133265,0.5019516,0.07424818,0.07536733,0.47916773,0.118017495,0.10679919,0.10591137,0.21384592,0.038638484,0.19690599,0.18967392,0.139712,0.21546318,0.11099677,0.12180083,0.13079056,0.17258541,0.15959674,0.19056372,0.28321037
C,0.98824483,0.1581524,0.13863924,0.11392917,0.55580944,0.08245167,0.09304582,0.67770386,0.120347776,0.1058019,0.11432987,0.20050974,0.044744007,0.2617659,0.24169984,0.22481123,0.21887398,0.12420908,0.17037442,0.19120887,0.21465388,0.17356251,0.1947812,0.28286186
C,0.9584777,0.15903094,0.17613861,0.1307348,0.5942215,0.11866486,0.120143406,0.58897746,0.1565467,0.12381933,0.17718592,0.23776573,0.116374716,0.2215769,0.29400963,0.19981587,0.19984336,0.20139517,0.17843105,0.19258073,0.2277151,0.17284216,0.27539513,0.28468075
C,0.9756347,0.20336019,0.20472237,0.1299867,0.54567564,0.11825527,0.15482733,0.40773982,0.20710751,0.23280457,0.21807386,0.27563143,0.08332848,0.21368179,0.21949981,0.123491526,0.10157254,0.1332991,0.16801403,0.15780286,0.2409402,0.26616684,0.21153271,0.25205246
